id,user_id,name,apellido,email,location,rating,comment,fecha_nacimiento,lugar_vivienda,fecha_llegada,fecha_salida
5257,5257,Pedro,Díaz,pedro.díaz@example.com,Muelle de los Pegasos,4,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1998-06-27,Bucaramanga,2023-06-13,2023-06-21
5258,5258,Sofía,Rodríguez,sofía.rodríguez@example.com,Museo del Oro Zenú,2,"La comida en los alrededores es deliciosa, pero un poco costosa.",1970-02-27,Santa Marta,2023-01-19,2023-01-20
5259,5259,Pedro,Castro,pedro.castro@example.com,Plaza Santo Domingo,2,"Una experiencia maravillosa, las vistas son impresionantes.",1985-03-23,Bucaramanga,2023-08-27,2023-09-05
5260,5260,María,López,maría.lópez@example.com,Ciudad Amurallada,3,"Hermoso sitio, pero demasiada gente en temporada alta.",2000-10-17,Barranquilla,2023-09-21,2023-09-25
5261,5261,Carlos,Gutiérrez,carlos.gutiérrez@example.com,Muelle de los Pegasos,4,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",2002-07-03,Bogotá,2025-01-27,2025-01-31
5262,5262,Luis,Pérez,luis.pérez@example.com,Cerro de La Popa,1,"Una experiencia maravillosa, las vistas son impresionantes.",1964-04-03,Bogotá,2024-12-11,2024-12-13
5263,5263,Luis,Gutiérrez,luis.gutiérrez@example.com,Plaza Santo Domingo,2,"Muy turístico, pero vale la pena cada segundo.",1975-01-13,Medellín,2025-01-04,2025-01-05
5264,5264,Valentina,Rodríguez,valentina.rodríguez@example.com,Ciudad Amurallada,1,"Muy turístico, pero vale la pena cada segundo.",1969-10-10,Santa Marta,2023-11-14,2023-11-22
5265,5265,Daniela,Fernández,daniela.fernández@example.com,Museo del Oro Zenú,4,Definitivamente un sitio para regresar y recomendar.,1978-10-06,Ibagué,2023-06-08,2023-06-14
5266,5266,Fernando,López,fernando.lópez@example.com,Museo del Oro Zenú,3,Definitivamente un sitio para regresar y recomendar.,2000-11-09,Bogotá,2024-10-27,2024-11-06
5267,5267,Pedro,Díaz,pedro.díaz@example.com,Museo del Oro Zenú,3,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1983-01-20,Pereira,2025-02-27,2025-03-06
5268,5268,Carlos,Castro,carlos.castro@example.com,Cerro de La Popa,5,"Muy turístico, pero vale la pena cada segundo.",1992-05-13,Bucaramanga,2024-09-09,2024-09-16
5269,5269,Carlos,Moreno,carlos.moreno@example.com,Muelle de los Pegasos,1,"Un lugar increíble para visitar, lleno de historia y cultura.",1974-08-25,Cúcuta,2024-05-23,2024-05-29
5270,5270,Pedro,López,pedro.lópez@example.com,Muelle de los Pegasos,4,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1992-10-03,Bogotá,2024-03-29,2024-04-04
5271,5271,María,Rodríguez,maría.rodríguez@example.com,Playa Blanca,5,"Un lugar increíble para visitar, lleno de historia y cultura.",1984-07-14,Bogotá,2023-05-26,2023-05-29
5272,5272,Daniela,Gómez,daniela.gómez@example.com,Muelle de los Pegasos,2,"Muy turístico, pero vale la pena cada segundo.",1985-12-17,Cali,2025-01-03,2025-01-09
5273,5273,Daniela,Moreno,daniela.moreno@example.com,Cerro de La Popa,5,"Una experiencia maravillosa, las vistas son impresionantes.",2000-03-14,Medellín,2024-04-27,2024-05-07
5274,5274,Carlos,Castro,carlos.castro@example.com,Playa Blanca,1,"Un lugar increíble para visitar, lleno de historia y cultura.",1989-01-24,Cali,2024-04-13,2024-04-15
5275,5275,Valentina,Pérez,valentina.pérez@example.com,Ciudad Amurallada,2,"Un lugar increíble para visitar, lleno de historia y cultura.",1985-05-07,Pereira,2024-07-27,2024-08-01
5276,5276,Fernando,Díaz,fernando.díaz@example.com,Cerro de La Popa,3,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1985-04-16,Cali,2025-01-06,2025-01-11
5277,5277,Pedro,Pérez,pedro.pérez@example.com,Plaza Santo Domingo,5,"Muy turístico, pero vale la pena cada segundo.",1998-04-22,Santa Marta,2024-02-10,2024-02-15
5278,5278,Sofía,Fernández,sofía.fernández@example.com,Castillo de San Felipe,2,"Un lugar increíble para visitar, lleno de historia y cultura.",2004-05-17,Cali,2024-08-29,2024-08-31
5279,5279,María,Rodríguez,maría.rodríguez@example.com,Muelle de los Pegasos,5,"La comida en los alrededores es deliciosa, pero un poco costosa.",1977-08-09,Ibagué,2024-01-31,2024-02-01
5280,5280,Pedro,Martínez,pedro.martínez@example.com,Muelle de los Pegasos,3,"Un lugar increíble para visitar, lleno de historia y cultura.",1985-05-22,Bogotá,2023-05-14,2023-05-21
5281,5281,Carlos,Pérez,carlos.pérez@example.com,Museo del Oro Zenú,5,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1988-04-02,Cali,2024-09-25,2024-10-02
5282,5282,Andrea,Martínez,andrea.martínez@example.com,Islas del Rosario,3,"Un lugar increíble para visitar, lleno de historia y cultura.",1977-03-03,Manizales,2025-01-23,2025-02-01
5283,5283,Daniela,Castro,daniela.castro@example.com,Castillo de San Felipe,3,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1998-04-16,Pereira,2024-06-15,2024-06-22
5284,5284,Carlos,Castro,carlos.castro@example.com,Islas del Rosario,4,Definitivamente un sitio para regresar y recomendar.,1976-09-25,Barranquilla,2023-10-07,2023-10-09
5285,5285,Pedro,Pérez,pedro.pérez@example.com,Cerro de La Popa,4,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1965-05-05,Ibagué,2024-05-08,2024-05-10
5286,5286,Valentina,Díaz,valentina.díaz@example.com,Playa Blanca,2,"Un lugar increíble para visitar, lleno de historia y cultura.",1990-02-28,Bogotá,2024-11-08,2024-11-10
5287,5287,Juan,Moreno,juan.moreno@example.com,Islas del Rosario,3,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1989-07-10,Cali,2024-05-10,2024-05-19
5288,5288,Pedro,Rodríguez,pedro.rodríguez@example.com,Islas del Rosario,5,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1991-02-02,Manizales,2025-01-20,2025-01-27
5289,5289,Pedro,Castro,pedro.castro@example.com,Ciudad Amurallada,1,Definitivamente un sitio para regresar y recomendar.,1972-02-20,Cúcuta,2024-10-20,2024-10-26
5290,5290,Sofía,Díaz,sofía.díaz@example.com,Cerro de La Popa,5,"Hermoso sitio, pero demasiada gente en temporada alta.",1970-03-24,Santa Marta,2024-12-15,2024-12-20
5291,5291,Pedro,Pérez,pedro.pérez@example.com,Playa Blanca,1,"Hermoso sitio, pero demasiada gente en temporada alta.",1998-10-11,Cali,2024-06-05,2024-06-10
5292,5292,Daniela,López,daniela.lópez@example.com,Islas del Rosario,5,"Un lugar increíble para visitar, lleno de historia y cultura.",1961-12-06,Barranquilla,2024-09-18,2024-09-26
5293,5293,Valentina,Gutiérrez,valentina.gutiérrez@example.com,Museo del Oro Zenú,5,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1989-08-02,Cúcuta,2024-11-04,2024-11-05
5294,5294,Luis,Moreno,luis.moreno@example.com,Castillo de San Felipe,3,"Una experiencia maravillosa, las vistas son impresionantes.",1985-05-01,Bucaramanga,2024-05-31,2024-06-07
5295,5295,Luis,Fernández,luis.fernández@example.com,Cerro de La Popa,2,"Una experiencia maravillosa, las vistas son impresionantes.",1986-04-29,Barranquilla,2024-05-27,2024-06-01
5296,5296,Pedro,Gómez,pedro.gómez@example.com,Plaza Santo Domingo,3,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1967-12-16,Santa Marta,2023-04-20,2023-04-27
5297,5297,Andrea,Gómez,andrea.gómez@example.com,Playa Blanca,2,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1968-07-11,Cúcuta,2024-06-01,2024-06-10
5298,5298,María,Rodríguez,maría.rodríguez@example.com,Islas del Rosario,1,"Hermoso sitio, pero demasiada gente en temporada alta.",1998-10-04,Bucaramanga,2024-02-18,2024-02-22
5299,5299,Daniela,Martínez,daniela.martínez@example.com,Ciudad Amurallada,4,"Un lugar increíble para visitar, lleno de historia y cultura.",1983-11-04,Barranquilla,2024-07-28,2024-08-03
5300,5300,Carlos,Moreno,carlos.moreno@example.com,Playa Blanca,1,"Un lugar increíble para visitar, lleno de historia y cultura.",1975-05-01,Bogotá,2023-06-02,2023-06-09
5301,5301,Fernando,Gutiérrez,fernando.gutiérrez@example.com,Plaza Santo Domingo,3,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1968-05-10,Barranquilla,2023-01-03,2023-01-07
5302,5302,Pedro,Castro,pedro.castro@example.com,Cerro de La Popa,2,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1994-06-24,Cali,2024-06-23,2024-06-27
5303,5303,Juan,Moreno,juan.moreno@example.com,Museo del Oro Zenú,5,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1996-05-11,Barranquilla,2023-11-29,2023-12-08
5304,5304,Valentina,Díaz,valentina.díaz@example.com,Plaza Santo Domingo,2,"La comida en los alrededores es deliciosa, pero un poco costosa.",2000-04-15,Santa Marta,2023-07-23,2023-07-26
5305,5305,Pedro,Díaz,pedro.díaz@example.com,Plaza Santo Domingo,2,"Una experiencia maravillosa, las vistas son impresionantes.",1960-04-17,Cúcuta,2023-05-20,2023-05-24
5306,5306,Juan,Castro,juan.castro@example.com,Museo del Oro Zenú,5,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1983-11-26,Santa Marta,2024-03-09,2024-03-13
5307,5307,Carlos,Rodríguez,carlos.rodríguez@example.com,Castillo de San Felipe,4,"Una experiencia maravillosa, las vistas son impresionantes.",1969-08-19,Cúcuta,2023-02-25,2023-03-06
5308,5308,Pedro,Pérez,pedro.pérez@example.com,Museo del Oro Zenú,4,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1977-09-06,Santa Marta,2024-01-21,2024-01-28
5309,5309,Fernando,Pérez,fernando.pérez@example.com,Museo del Oro Zenú,1,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1986-07-12,Ibagué,2024-06-02,2024-06-08
5310,5310,Fernando,Pérez,fernando.pérez@example.com,Plaza Santo Domingo,2,Definitivamente un sitio para regresar y recomendar.,1993-05-30,Cúcuta,2023-06-19,2023-06-22
5311,5311,Juan,Rodríguez,juan.rodríguez@example.com,Playa Blanca,1,Definitivamente un sitio para regresar y recomendar.,1982-10-22,Cúcuta,2024-02-11,2024-02-16
5312,5312,María,López,maría.lópez@example.com,Plaza Santo Domingo,3,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1978-01-17,Bogotá,2025-01-06,2025-01-07
5313,5313,Juan,Moreno,juan.moreno@example.com,Playa Blanca,3,"Una experiencia maravillosa, las vistas son impresionantes.",1984-01-19,Manizales,2023-11-07,2023-11-12
5314,5314,Daniela,Moreno,daniela.moreno@example.com,Islas del Rosario,1,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1978-04-15,Manizales,2023-10-09,2023-10-12
5315,5315,Carlos,Fernández,carlos.fernández@example.com,Ciudad Amurallada,2,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1995-04-12,Manizales,2024-04-13,2024-04-17
5316,5316,Valentina,Pérez,valentina.pérez@example.com,Museo del Oro Zenú,3,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1996-02-12,Barranquilla,2023-08-31,2023-09-05
5317,5317,María,Castro,maría.castro@example.com,Muelle de los Pegasos,2,"La comida en los alrededores es deliciosa, pero un poco costosa.",1960-09-25,Bogotá,2024-11-13,2024-11-22
5318,5318,Juan,Moreno,juan.moreno@example.com,Islas del Rosario,3,"La comida en los alrededores es deliciosa, pero un poco costosa.",1967-02-27,Manizales,2024-01-18,2024-01-25
5319,5319,Juan,Fernández,juan.fernández@example.com,Museo del Oro Zenú,5,"Una experiencia maravillosa, las vistas son impresionantes.",1967-03-27,Cúcuta,2024-05-18,2024-05-21
5320,5320,María,Gómez,maría.gómez@example.com,Plaza Santo Domingo,5,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1997-05-27,Pereira,2023-06-10,2023-06-17
5321,5321,Daniela,Rodríguez,daniela.rodríguez@example.com,Castillo de San Felipe,2,"Una experiencia maravillosa, las vistas son impresionantes.",1969-04-09,Cúcuta,2024-01-04,2024-01-11
5322,5322,Juan,Gutiérrez,juan.gutiérrez@example.com,Ciudad Amurallada,5,"La comida en los alrededores es deliciosa, pero un poco costosa.",1965-07-09,Santa Marta,2024-02-19,2024-02-26
5323,5323,Carlos,López,carlos.lópez@example.com,Museo del Oro Zenú,3,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1999-08-22,Barranquilla,2023-05-18,2023-05-20
5324,5324,Sofía,López,sofía.lópez@example.com,Ciudad Amurallada,2,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1974-12-14,Barranquilla,2023-04-06,2023-04-11
5325,5325,Pedro,Pérez,pedro.pérez@example.com,Muelle de los Pegasos,1,"Muy turístico, pero vale la pena cada segundo.",1975-03-27,Bucaramanga,2024-08-26,2024-08-31
5326,5326,Pedro,López,pedro.lópez@example.com,Ciudad Amurallada,2,"Un lugar increíble para visitar, lleno de historia y cultura.",1987-12-31,Santa Marta,2024-10-26,2024-10-28
5327,5327,Fernando,Gutiérrez,fernando.gutiérrez@example.com,Museo del Oro Zenú,5,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1976-11-10,Cali,2023-12-02,2023-12-10
5328,5328,Daniela,Pérez,daniela.pérez@example.com,Castillo de San Felipe,5,"Hermoso sitio, pero demasiada gente en temporada alta.",1960-10-07,Ibagué,2024-08-09,2024-08-16
5329,5329,Pedro,Díaz,pedro.díaz@example.com,Muelle de los Pegasos,3,"La comida en los alrededores es deliciosa, pero un poco costosa.",1989-09-05,Pereira,2023-10-21,2023-10-26
5330,5330,María,Martínez,maría.martínez@example.com,Museo del Oro Zenú,3,"Muy turístico, pero vale la pena cada segundo.",1988-05-29,Cúcuta,2023-11-12,2023-11-13
5331,5331,Daniela,Fernández,daniela.fernández@example.com,Islas del Rosario,3,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1969-10-15,Cali,2023-10-02,2023-10-11
5332,5332,Valentina,Gómez,valentina.gómez@example.com,Muelle de los Pegasos,3,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1974-12-14,Manizales,2024-05-13,2024-05-18
5333,5333,Valentina,López,valentina.lópez@example.com,Islas del Rosario,1,"Hermoso sitio, pero demasiada gente en temporada alta.",1983-07-15,Barranquilla,2024-04-03,2024-04-04
5334,5334,Andrea,Rodríguez,andrea.rodríguez@example.com,Islas del Rosario,1,"Hermoso sitio, pero demasiada gente en temporada alta.",1975-10-31,Manizales,2025-02-04,2025-02-10
5335,5335,Luis,Gómez,luis.gómez@example.com,Playa Blanca,5,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",2002-02-25,Barranquilla,2024-12-21,2024-12-22
5336,5336,Valentina,Rodríguez,valentina.rodríguez@example.com,Playa Blanca,1,"Hermoso sitio, pero demasiada gente en temporada alta.",2003-03-29,Bucaramanga,2024-09-07,2024-09-12
5337,5337,Fernando,Gutiérrez,fernando.gutiérrez@example.com,Islas del Rosario,2,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",2003-08-04,Pereira,2023-04-12,2023-04-17
5338,5338,Valentina,Gómez,valentina.gómez@example.com,Playa Blanca,5,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1992-01-04,Barranquilla,2025-01-03,2025-01-05
5339,5339,Pedro,Gómez,pedro.gómez@example.com,Museo del Oro Zenú,4,"Hermoso sitio, pero demasiada gente en temporada alta.",2004-06-21,Bucaramanga,2023-06-10,2023-06-16
5340,5340,Fernando,Fernández,fernando.fernández@example.com,Museo del Oro Zenú,5,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1974-06-26,Pereira,2024-06-21,2024-06-25
5341,5341,Pedro,Gómez,pedro.gómez@example.com,Islas del Rosario,2,"La comida en los alrededores es deliciosa, pero un poco costosa.",1976-12-19,Pereira,2024-03-23,2024-03-27
5342,5342,Valentina,Díaz,valentina.díaz@example.com,Cerro de La Popa,2,"Una experiencia maravillosa, las vistas son impresionantes.",2003-04-23,Cali,2024-07-27,2024-08-01
5343,5343,Juan,Rodríguez,juan.rodríguez@example.com,Playa Blanca,5,"Muy turístico, pero vale la pena cada segundo.",1993-06-06,Cali,2024-10-04,2024-10-11
5344,5344,Fernando,López,fernando.lópez@example.com,Muelle de los Pegasos,1,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1985-01-27,Bucaramanga,2024-03-04,2024-03-14
5345,5345,María,Pérez,maría.pérez@example.com,Playa Blanca,2,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1974-07-19,Manizales,2023-01-11,2023-01-12
5346,5346,Valentina,Martínez,valentina.martínez@example.com,Playa Blanca,4,"La comida en los alrededores es deliciosa, pero un poco costosa.",1960-09-23,Medellín,2024-10-15,2024-10-18
5347,5347,Valentina,Gómez,valentina.gómez@example.com,Museo del Oro Zenú,4,"La comida en los alrededores es deliciosa, pero un poco costosa.",1988-01-10,Medellín,2024-05-29,2024-05-31
5348,5348,Carlos,Díaz,carlos.díaz@example.com,Playa Blanca,3,"Un lugar increíble para visitar, lleno de historia y cultura.",1978-10-12,Bucaramanga,2023-08-23,2023-08-26
5349,5349,Valentina,Fernández,valentina.fernández@example.com,Cerro de La Popa,4,"La comida en los alrededores es deliciosa, pero un poco costosa.",1962-07-01,Medellín,2024-12-08,2024-12-14
5350,5350,Carlos,López,carlos.lópez@example.com,Islas del Rosario,3,"Una experiencia maravillosa, las vistas son impresionantes.",1980-11-19,Cúcuta,2023-07-13,2023-07-14
5351,5351,Daniela,Castro,daniela.castro@example.com,Castillo de San Felipe,1,"Hermoso sitio, pero demasiada gente en temporada alta.",1983-04-24,Bucaramanga,2024-02-27,2024-03-08
5352,5352,Andrea,Rodríguez,andrea.rodríguez@example.com,Castillo de San Felipe,3,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1971-11-17,Manizales,2024-04-02,2024-04-12
5353,5353,María,Fernández,maría.fernández@example.com,Islas del Rosario,1,"Una experiencia maravillosa, las vistas son impresionantes.",1963-07-19,Ibagué,2023-09-28,2023-10-08
5354,5354,Sofía,Fernández,sofía.fernández@example.com,Cerro de La Popa,4,Definitivamente un sitio para regresar y recomendar.,1967-05-20,Manizales,2023-05-02,2023-05-06
5355,5355,Pedro,Díaz,pedro.díaz@example.com,Castillo de San Felipe,1,Definitivamente un sitio para regresar y recomendar.,1974-05-30,Barranquilla,2023-12-02,2023-12-11
5356,5356,María,Pérez,maría.pérez@example.com,Islas del Rosario,2,"Un lugar increíble para visitar, lleno de historia y cultura.",1996-12-21,Santa Marta,2024-06-23,2024-06-26
5357,5357,Fernando,Díaz,fernando.díaz@example.com,Plaza Santo Domingo,4,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1989-01-09,Bucaramanga,2024-12-19,2024-12-24
5358,5358,Luis,Castro,luis.castro@example.com,Cerro de La Popa,4,"La comida en los alrededores es deliciosa, pero un poco costosa.",2003-03-01,Bogotá,2025-01-21,2025-01-31
5359,5359,Luis,Moreno,luis.moreno@example.com,Plaza Santo Domingo,4,"La comida en los alrededores es deliciosa, pero un poco costosa.",1969-02-10,Bucaramanga,2024-02-22,2024-03-02
5360,5360,Pedro,Rodríguez,pedro.rodríguez@example.com,Playa Blanca,3,Definitivamente un sitio para regresar y recomendar.,1960-05-24,Manizales,2023-03-07,2023-03-10
5361,5361,Luis,Pérez,luis.pérez@example.com,Castillo de San Felipe,2,"Un lugar increíble para visitar, lleno de historia y cultura.",1982-01-05,Santa Marta,2023-09-27,2023-10-02
5362,5362,Daniela,Gómez,daniela.gómez@example.com,Castillo de San Felipe,3,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",2000-05-08,Bucaramanga,2023-10-28,2023-11-04
5363,5363,Sofía,López,sofía.lópez@example.com,Plaza Santo Domingo,3,"Un lugar increíble para visitar, lleno de historia y cultura.",1988-09-12,Pereira,2023-11-18,2023-11-28
5364,5364,Luis,Rodríguez,luis.rodríguez@example.com,Cerro de La Popa,4,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1999-04-01,Cali,2024-11-25,2024-11-26
5365,5365,Fernando,Gutiérrez,fernando.gutiérrez@example.com,Islas del Rosario,1,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",2003-12-03,Barranquilla,2024-07-22,2024-08-01
5366,5366,Carlos,López,carlos.lópez@example.com,Museo del Oro Zenú,5,Definitivamente un sitio para regresar y recomendar.,2004-05-20,Ibagué,2024-11-13,2024-11-18
5367,5367,Juan,Moreno,juan.moreno@example.com,Playa Blanca,5,"Un lugar increíble para visitar, lleno de historia y cultura.",1983-06-06,Barranquilla,2024-01-03,2024-01-04
5368,5368,Luis,Fernández,luis.fernández@example.com,Islas del Rosario,4,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1985-10-23,Medellín,2023-09-06,2023-09-16
5369,5369,Juan,Moreno,juan.moreno@example.com,Plaza Santo Domingo,4,Definitivamente un sitio para regresar y recomendar.,2001-09-30,Cúcuta,2023-07-03,2023-07-07
5370,5370,Andrea,Moreno,andrea.moreno@example.com,Ciudad Amurallada,5,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1970-08-28,Bucaramanga,2024-07-15,2024-07-25
5371,5371,Fernando,Gómez,fernando.gómez@example.com,Cerro de La Popa,1,"La comida en los alrededores es deliciosa, pero un poco costosa.",2003-12-19,Santa Marta,2023-04-25,2023-05-03
5372,5372,Fernando,Moreno,fernando.moreno@example.com,Ciudad Amurallada,3,Definitivamente un sitio para regresar y recomendar.,1977-12-05,Manizales,2025-02-25,2025-03-03
5373,5373,Luis,Gómez,luis.gómez@example.com,Museo del Oro Zenú,1,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1992-12-05,Medellín,2023-06-18,2023-06-21
5374,5374,Sofía,Moreno,sofía.moreno@example.com,Playa Blanca,2,"Muy turístico, pero vale la pena cada segundo.",1998-01-20,Manizales,2023-05-19,2023-05-25
5375,5375,Pedro,Castro,pedro.castro@example.com,Plaza Santo Domingo,2,"Hermoso sitio, pero demasiada gente en temporada alta.",1969-04-17,Barranquilla,2023-03-29,2023-04-01
5376,5376,Pedro,Fernández,pedro.fernández@example.com,Museo del Oro Zenú,3,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1985-08-18,Bogotá,2024-05-06,2024-05-07
5377,5377,Daniela,Martínez,daniela.martínez@example.com,Islas del Rosario,2,Definitivamente un sitio para regresar y recomendar.,1975-07-10,Ibagué,2024-08-14,2024-08-18
5378,5378,Andrea,López,andrea.lópez@example.com,Castillo de San Felipe,4,"Una experiencia maravillosa, las vistas son impresionantes.",1967-06-01,Medellín,2024-07-05,2024-07-08
5379,5379,Daniela,Fernández,daniela.fernández@example.com,Muelle de los Pegasos,2,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1966-05-03,Barranquilla,2023-08-17,2023-08-21
5380,5380,Juan,Moreno,juan.moreno@example.com,Islas del Rosario,3,"Muy turístico, pero vale la pena cada segundo.",1988-05-30,Barranquilla,2024-12-02,2024-12-08
5381,5381,María,Castro,maría.castro@example.com,Cerro de La Popa,5,"Muy turístico, pero vale la pena cada segundo.",2005-09-02,Pereira,2023-04-08,2023-04-17
5382,5382,Daniela,Díaz,daniela.díaz@example.com,Museo del Oro Zenú,2,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1980-01-25,Manizales,2023-02-18,2023-02-21
5383,5383,Juan,Gutiérrez,juan.gutiérrez@example.com,Castillo de San Felipe,1,Perfecto para tomar fotos espectaculares y disfrutar del ambiente.,1995-12-25,Manizales,2024-10-28,2024-11-02
5384,5384,Andrea,Rodríguez,andrea.rodríguez@example.com,Playa Blanca,1,"Muy turístico, pero vale la pena cada segundo.",1976-02-17,Barranquilla,2024-10-08,2024-10-15
5385,5385,Fernando,Díaz,fernando.díaz@example.com,Muelle de los Pegasos,4,"Hermoso sitio, pero demasiada gente en temporada alta.",1981-02-21,Manizales,2024-12-01,2024-12-04
5386,5386,Fernando,Gutiérrez,fernando.gutiérrez@example.com,Muelle de los Pegasos,2,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1993-06-19,Bogotá,2023-04-09,2023-04-12
5387,5387,María,Pérez,maría.pérez@example.com,Muelle de los Pegasos,3,"Hermoso sitio, pero demasiada gente en temporada alta.",1998-05-31,Manizales,2023-12-09,2023-12-12
5388,5388,Sofía,Fernández,sofía.fernández@example.com,Cerro de La Popa,2,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1979-05-04,Barranquilla,2023-10-17,2023-10-25
5389,5389,Juan,Castro,juan.castro@example.com,Cerro de La Popa,2,Definitivamente un sitio para regresar y recomendar.,1984-09-09,Ibagué,2023-03-09,2023-03-16
5390,5390,Daniela,Fernández,daniela.fernández@example.com,Ciudad Amurallada,1,"Muy turístico, pero vale la pena cada segundo.",1995-09-10,Santa Marta,2023-07-28,2023-08-06
5391,5391,Valentina,Moreno,valentina.moreno@example.com,Islas del Rosario,2,Definitivamente un sitio para regresar y recomendar.,2003-10-16,Cúcuta,2023-08-05,2023-08-11
5392,5392,Juan,López,juan.lópez@example.com,Islas del Rosario,2,"La comida en los alrededores es deliciosa, pero un poco costosa.",1976-07-29,Bucaramanga,2023-08-09,2023-08-13
5393,5393,Juan,Martínez,juan.martínez@example.com,Playa Blanca,5,"Buena experiencia, pero el clima puede ser muy caluroso durante el día.",1962-03-22,Ibagué,2023-07-05,2023-07-15
5394,5394,Andrea,Gutiérrez,andrea.gutiérrez@example.com,Museo del Oro Zenú,4,"Muy turístico, pero vale la pena cada segundo.",1983-06-11,Medellín,2023-06-17,2023-06-22
5395,5395,Valentina,Díaz,valentina.díaz@example.com,Plaza Santo Domingo,5,"Hermoso sitio, pero demasiada gente en temporada alta.",1990-05-27,Medellín,2023-02-20,2023-02-28
5396,5396,Juan,Fernández,juan.fernández@example.com,Castillo de San Felipe,4,"Hermoso sitio, pero demasiada gente en temporada alta.",1985-11-05,Santa Marta,2023-05-07,2023-05-15
5397,5397,Sofía,Díaz,sofía.díaz@example.com,Ciudad Amurallada,3,"El servicio en algunos lugares no es el mejor, pero el paisaje lo compensa.",1963-01-01,Cúcuta,2023-11-03,2023-11-08
5398,5398,Carlos,Castro,carlos.castro@example.com,Plaza Santo Domingo,1,"Una experiencia maravillosa, las vistas son impresionantes.",1974-02-12,Bogotá,2023-08-13,2023-08-22
5399,5399,Daniela,Díaz,daniela.díaz@example.com,Islas del Rosario,2,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1964-10-05,Barranquilla,2023-04-11,2023-04-18
5400,5400,Carlos,Fernández,carlos.fernández@example.com,Ciudad Amurallada,2,"Hermoso sitio, pero demasiada gente en temporada alta.",1994-12-18,Bucaramanga,2023-08-28,2023-09-04
5401,5401,Valentina,Martínez,valentina.martínez@example.com,Museo del Oro Zenú,1,"Un lugar increíble para visitar, lleno de historia y cultura.",1967-05-09,Bucaramanga,2024-01-30,2024-02-09
5402,5402,Carlos,Díaz,carlos.díaz@example.com,Muelle de los Pegasos,1,"Muy turístico, pero vale la pena cada segundo.",1994-07-21,Santa Marta,2023-12-13,2023-12-19
5403,5403,Andrea,Moreno,andrea.moreno@example.com,Plaza Santo Domingo,1,Los guías turísticos hacen un excelente trabajo explicando la historia del lugar.,1982-08-20,Ibagué,2023-08-08,2023-08-10
